movie_id,imdb_id
1,tt0114709
2,tt0113189
3,tt0113101
4,tt0113161
5,tt0112722
7,tt0114746
8,tt0112431
9,tt0112818
10,tt0114279
11,tt0114369
12,tt0114814
13,tt0113819
14,tt0110877
15,tt0113862
16,tt0113149
17,tt0116367
18,tt0112445
19,tt0112379
20,tt0112365
21,tt0117110
22,tt0112573
23,tt0075314
24,tt0113326
25,tt0115685
26,tt6155832
27,tt0112442
28,tt0112384
29,tt0112462
30,tt0061395
31,tt0112740
32,tt0109508
33,tt0112851
34,tt0112887
35,tt0113114
36,tt0113729
37,tt0110620
38,tt0113957
39,tt0114558
40,tt0114682
41,tt0112508
42,tt0109445
43,tt0109635
44,tt0109642
45,tt0111797
46,tt0109759
47,tt0109707
48,tt0110057
49,tt0110099
50,tt6855750
51,tt0110322
52,tt0110428
53,tt0110632
54,tt0114069
55,tt0111942
56,tt0110912
57,tt0110889
58,tt0110932
59,tt0111495
60,tt0108394
61,tt0111507
62,tt0111282
63,tt5267640
64,tt0111161
65,tt0108550
66,tt0114924
67,tt0109040
68,tt6819318
69,tt0109830
70,tt0109831
71,tt0110357
72,tt0110912
73,tt0110478
74,tt0059170
75,tt0109339
76,tt0106519
77,tt0106918
78,tt0106965
79,tt0106977
80,tt0107144
81,tt0476515
82,tt0107290
83,tt0107616
84,tt0111003
85,tt0110955
86,tt0452387
87,tt0108065
88,tt0108160
89,tt0083658
90,tt0108174
91,tt0107688
92,tt0108399
93,tt0114906
94,tt0099785
95,tt0103639
96,tt0244839
97,tt0099348
98,tt3645740
99,tt0029583
100,tt0116282
101,tt0082509
102,tt0065421
103,tt0115509
104,tt0114658
105,tt0117608
106,tt0116095
107,tt0117071
108,tt0116768
109,tt0117128
110,tt0114048
111,tt0117979
112,tt0116322
113,tt0113362
114,tt0118114
115,tt0113270
116,tt0112701
117,tt0117500
118,tt0117998
119,tt0110480
120,tt0117765
121,tt0116629
122,tt0115798
123,tt6819266
124,tt0116905
125,tt0117333
126,tt0117718
127,tt0068646
128,tt0104558
129,tt0115736
130,tt0116745
131,tt0054698
132,tt0771801
133,tt0031381
134,tt0033467
135,tt0062622
136,tt0031679
137,tt0115678
138,tt0116000
140,tt0107131
141,tt0046672
142,tt0066817
143,tt0059742
144,tt0095016
145,tt0104692
146,tt0118044
147,tt0116908
148,tt0116409
149,tt0116722
150,tt0117802
151,tt0067992
152,tt0070707
153,tt0095159
154,tt0079470
155,tt0092890
156,tt0105236
157,tt0091763
158,tt0098627
159,tt0103772
160,tt0104348
161,tt0092099
162,tt0082846
163,tt0072081
164,tt0096754
165,tt0091288
166,tt0091480
167,tt0081375
168,tt0071853
169,tt0108598
170,tt0095765
171,tt0101700
172,tt2266455
173,tt0093779
174,tt0082971
175,tt0088846
176,tt0090605
177,tt4666816
178,tt0050083
179,tt0066921
180,tt0078788
181,tt2301123
182,tt0099685
183,tt0078748
184,tt0106308
185,tt0054215
186,tt6699420
187,tt0071562
188,tt0093058
190,tt0097499
191,tt0086879
192,tt0081398
193,tt1453707
194,tt0070735
195,tt0851851
196,tt0097165
197,tt0061722
198,tt0100263
199,tt0050212
200,tt0081505
201,tt0092991
202,tt0107048
203,tt0105695
204,tt0088763
205,tt0066206
206,tt0094625
207,tt0099334
208,tt0072431
209,tt0088258
210,tt0097576
211,tt0066026
212,tt0096332
213,tt0707877
214,tt0084503
215,tt0097351
216,tt0098635
217,tt0103874
218,tt0101540
219,tt0087800
220,tt0117057
221,tt0115751
222,tt1776302
223,tt0117666
224,tt0117477
225,tt0115433
226,tt0099423
227,tt0102975
228,tt0084726
229,tt0088170
230,tt0092007
231,tt0103776
232,tt0096487
233,tt0105690
234,tt0073195
235,tt0116996
236,tt0115906
237,tt0116695
238,tt0093822
239,tt0105435
240,tt0115641
241,tt0104691
242,tt0116790
244,tt0120152
245,tt0118972
246,tt0118842
247,tt0120389
248,tt0119229
249,tt0118655
250,tt0119116
251,tt0117615
252,tt0119567
253,tt6166230
254,tt0118688
255,tt0119738
256,tt0115856
257,tt0119654
258,tt0118884
259,tt0119190
260,tt0119081
261,tt0118570
262,tt0119361
263,tt0120207
264,tt0119675
265,tt0099810
266,tt0119484
267,tt1401152
268,tt0118842
269,tt0119164
270,tt0119177
271,tt0120201
272,tt0119217
273,tt0113277
274,tt0114319
275,tt0114388
276,tt0113627
277,tt0114272
278,tt0115644
279,tt0114039
280,tt0497080
281,tt0110997
282,tt4439176
283,tt0116191
284,tt0117918
285,tt0117589
286,tt0116209
287,tt0116999
288,tt0117571
289,tt0116250
290,tt0119115
291,tt0118548
292,tt0120036
293,tt0119008
294,tt0119528
295,tt0118771
296,tt0117398
297,tt0120402
298,tt0119094
299,tt0119311
300,tt0118571
301,tt0119360
302,tt0119488
303,tt0120402
304,tt0116329
305,tt0119349
306,tt0119280
307,tt0118971
308,tt0119095
309,tt0119527
310,tt0541748
311,tt1013676
312,tt0119668
313,tt0120338
314,tt0118539
315,tt0118636
316,tt0119822
317,tt0107207
318,tt0108052
319,tt0116242
320,tt0117293
321,tt0117091
322,tt0119731
323,tt0118928
324,tt0116922
325,tt0115964
326,tt0119173
327,tt0118887
328,tt0118883
329,tt0118966
330,tt1683864
331,tt0119051
332,tt0119468
333,tt0119174
334,tt0120399
335,tt0119326
336,tt0119906
337,tt0119324
338,tt0118689
339,tt0119592
340,tt0118749
341,tt0118901
342,tt0120483
343,tt0118583
344,tt0118632
345,tt0118954
346,tt0119396
347,tt0120885
348,tt0118966
349,tt0120696
350,tt0119099
351,tt0118643
352,tt0120185
353,tt0118956
354,tt0120888
355,tt0120184
356,tt0109446
357,tt0073486
358,tt0120177
359,tt1419879
360,tt0120529
361,tt0119365
362,tt0118747
363,tt0114576
364,tt0112281
365,tt0114168
366,tt0112792
367,tt0112697
368,tt0115683
369,tt0115697
370,tt0117002
371,tt0112579
372,tt0113464
373,tt0113492
374,tt0113820
375,tt0114436
376,tt0570070
377,tt0110006
378,tt0110527
379,tt0114608
380,tt0111280
381,tt0110598
382,tt0109045
383,tt7266162
384,tt0110622
385,tt0111503
386,tt0106220
387,tt0402289
388,tt0109254
389,tt0109279
390,tt0106880
391,tt0107362
392,tt0107501
393,tt0107614
394,tt0110939
395,tt0107977
396,tt0111127
397,tt0108238
398,tt0108255
399,tt0232399
400,tt3633424
401,tt0112572
402,tt0099653
403,tt0096895
404,tt0032910
405,tt0117060
406,tt0117894
407,tt0117723
408,tt0112691
409,tt0116669
410,tt0116778
411,tt6154574
412,tt0118073
413,tt0117826
414,tt0084370
415,tt0072653
416,tt0050798
417,tt5289804
418,tt0042332
419,tt0058331
420,tt0043274
421,tt0117509
422,tt0115491
423,tt0083866
424,tt0115885
425,tt0103850
426,tt0092106
427,tt0056592
428,tt0067185
429,tt0970416
430,tt0023969
431,tt0091203
432,tt0032455
433,tt2304672
434,tt0049223
435,tt0064115
436,tt0082010
437,tt0103678
438,tt0085159
439,tt0106262
440,tt0083550
441,tt0078767
442,tt0099030
443,tt0056869
444,tt4526666
445,tt4810784
446,tt0074258
447,tt0074285
448,tt0075005
449,tt0079945
450,tt0098382
451,tt0077631
452,tt0077766
453,tt0085750
454,tt0115633
455,tt0116704
456,tt0118708
457,tt0119152
458,tt0113987
459,tt0112749
460,tt6149508
461,tt0114478
462,tt0103994
463,tt0111112
464,tt0111590
465,tt5511296
466,tt0105226
467,tt0106489
468,tt0108002
469,tt0108122
470,tt0108358
471,tt0115956
472,tt0116136
473,tt0116683
474,tt0057012
475,tt0117951
476,tt0116313
477,tt0117008
478,tt0032904
479,tt0052357
480,tt0053125
481,tt1819509
482,tt0053291
483,tt0034583
484,tt0033870
485,tt0058385
486,tt0047437
487,tt0046250
488,tt0043014
489,tt0038787
490,tt0048728
491,tt0029843
492,tt0048028
493,tt0025878
494,tt0032599
495,tt0048960
496,tt0038650
497,tt0029947
498,tt6558218
499,tt0051459
500,tt0116329
501,tt0033563
502,tt0066808
503,tt0068334
504,tt0061418
505,tt0046912
506,tt0048545
507,tt0044081
508,tt0117318
509,tt0097937
510,tt2404435
511,tt0056172
512,tt0093191
513,tt0041959
514,tt0075686
515,tt0082096
516,tt0085859
517,tt0079522
518,tt0100150
519,tt0040897
520,tt1543921
521,tt0077416
522,tt0090967
523,tt0061512
524,tt6808206
525,tt0038355
526,tt0052618
527,tt0083987
528,tt1217261
529,tt0089606
530,tt0073341
531,tt0117631
532,tt0116743
533,tt0116041
534,tt0120366
535,tt0118556
536,tt0117359
537,tt0102494
538,tt0118617
540,tt0113845
541,tt0113855
542,tt0114148
543,tt0113828
544,tt0114660
545,tt0114825
546,tt0115759
547,tt0115033
548,tt0110647
549,tt0114287
550,tt0112864
551,tt0113690
552,tt0114508
553,tt0114887
554,tt0114898
555,tt0114928
556,tt0114938
557,tt0109771
558,tt0110005
559,tt2218428
560,tt0113538
561,tt0109836
562,tt7221904
563,tt0112040
564,tt0114609
565,tt0114852
566,tt0109444
567,tt4992088
568,tt0111257
569,tt0111742
570,tt0111756
571,tt0106292
572,tt0109303
573,tt0106452
574,tt0106471
575,tt0109439
576,tt0106582
577,tt0106598
578,tt0106697
579,tt0106873
580,tt0112966
581,tt0107302
582,tt0107822
583,tt0107983
584,tt1596204
585,tt0108186
586,tt0111400
587,tt0107146
588,tt0101414
589,tt0065214
590,tt0116514
591,tt0117381
592,tt0114736
593,tt0108211
594,tt0113280
595,tt1655606
596,tt0116583
597,tt0116213
598,tt0115680
599,tt0106544
601,tt0035896
602,tt5003246
603,tt0047396
604,tt0025316
605,tt0037059
606,tt0042192
607,tt0032976
608,tt0038109
609,tt0042451
610,tt0051658
611,tt0037008
612,tt0029162
613,tt0028010
614,tt0049261
615,tt0026029
616,tt0063350
617,tt0020697
618,tt0048491
619,tt0116259
620,tt0115862
621,tt0047977
622,tt0054357
623,tt0109127
625,tt0057546
626,tt0041890
627,tt0102798
628,tt0117665
629,tt0084865
630,tt1304955
631,tt0104036
632,tt0084707
633,tt1067106
634,tt0117040
635,tt6868906
636,tt0082340
637,tt0082533
638,tt0084589
639,tt0078875
640,tt0097108
641,tt0050825
642,tt0099703
643,tt0110139
644,tt2561666
645,tt0100332
646,tt0064116
647,tt0089881
648,tt0045061
649,tt0087843
650,tt0050976
651,tt0097441
652,tt0100519
653,tt0052311
654,tt0071315
655,tt0092005
656,tt0022100
657,tt0368008
658,tt0100436
659,tt0036613
660,tt0101921
661,tt0044706
662,tt0081534
663,tt0078841
664,tt0087884
665,tt0103644
666,tt0071233
667,tt0075704
668,tt0082818
669,tt0101492
670,tt0106452
671,tt0026138
672,tt0103919
673,tt0055824
674,tt0083722
675,tt0013442
676,tt0115988
677,tt0116310
678,tt0120461
679,tt0816462
680,tt0119484
681,tt0120524
682,tt0119345
683,tt0120029
684,tt0107206
685,tt0116253
686,tt0107808
687,tt0119640
688,tt0119509
689,tt0119395
690,tt0120102
691,tt0118929
692,tt0112346
693,tt0112641
694,tt0114117
695,tt0113537
696,tt0115907
697,tt0112461
698,tt0109340
699,tt0110367
700,tt0113808
701,tt0107472
702,tt0109219
703,tt0111712
704,tt0107151
705,tt0045152
706,tt0115610
707,tt0101811
708,tt0098724
709,tt0105488
710,tt0088794
711,tt0117773
712,tt0094155
713,tt0114057
714,tt0112637
715,tt0114681
716,tt0113321
717,tt0116731
718,tt0598888
719,tt0109370
720,tt0113071
721,tt0113749
722,tt0113986
723,tt0112571
724,tt0112679
725,tt0109758
726,tt0113089
727,tt0110116
728,tt0110216
729,tt0110638
730,tt0110963
731,tt0109484
732,tt0106673
733,tt0109913
734,tt0107478
735,tt0107818
736,tt0108101
737,tt0111201
738,tt0111418
739,tt0100405
740,tt0116684
741,tt2000418
742,tt0117438
743,tt0115986
744,tt0117039
745,tt0069198
746,tt0089886
747,tt0106387
748,tt0120053
749,tt5191302
750,tt0118607
751,tt0120347
752,tt0120008
753,tt0111579
754,tt0119994
755,tt0113497
756,tt0113041
757,tt0112286
758,tt0116839
759,tt0113010
760,tt0114367
761,tt0113972
762,tt0115639
763,tt0116483
764,tt0116606
765,tt0103859
766,tt0113756
767,tt3663930
768,tt0112642
769,tt0112715
770,tt0112857
771,tt0113481
772,tt0113540
773,tt0110604
774,tt0114194
775,tt0114496
776,tt0114663
777,tt0112643
778,tt0112883
779,tt0109676
780,tt0109686
781,tt0113117
782,tt0110365
783,tt0110516
784,tt0106402
785,tt0110737
786,tt1609903
787,tt0114296
788,tt0110965
789,tt0114594
790,tt0114694
791,tt0112435
792,tt0109348
793,tt0109504
794,tt0110167
795,tt0110989
796,tt0111256
797,tt0111438
798,tt0112443
799,tt0164317
800,tt0113409
801,tt0109067
802,tt0107076
803,tt0107096
804,tt0110197
805,tt0107507
806,tt0107554
807,tt0107840
808,tt0107889
809,tt0107969
810,tt6855746
811,tt0108328
812,tt0109120
813,tt5553584
814,tt0109934
815,tt0117247
816,tt0112625
817,tt0113122
818,tt0116414
819,tt0116168
820,tt0117705
821,tt0117104
822,tt0062952
823,tt0117107
824,tt6154544
825,tt0115571
826,tt6823324
827,tt0116040
828,tt0115493
829,tt0116320
831,tt0116225
832,tt0115725
833,tt0115783
834,tt0113253
835,tt0025164
836,tt0031725
837,tt0033891
838,tt0091229
839,tt1208041
840,tt0116830
841,tt0116421
842,tt0054195
843,tt2132787
844,tt0116361
845,tt0117887
846,tt0117924
847,tt0116913
848,tt0037101
849,tt0099371
850,tt0117320
851,tt4474042
852,tt0115715
853,tt4508316
854,tt0092610
855,tt0082269
856,tt0102536
857,tt0114093
858,tt0115535
859,tt0090655
860,tt0241357
862,tt0116705
863,tt0065777
864,tt0117119
865,tt0119349
866,tt0117038
867,tt6173150
868,tt0540247
869,tt0119141
870,tt0120357
871,tt0120434
872,tt0119572
873,tt0119896
874,tt0118818
875,tt0120112
876,tt0119695
877,tt0119086
878,tt0059793
879,tt0589978
880,tt0120169
881,tt0119695
882,tt0120481
883,tt0120303
884,tt0120539
885,tt0119891
886,tt0119535
887,tt0119080
888,tt0119832
889,tt0120275
890,tt0119707
891,tt0118698
892,tt0119137
893,tt0119142
894,tt0119303
895,tt0120082
896,tt5728946
897,tt0128755
898,tt0119925
899,tt0120521
900,tt0119485
901,tt0119718
902,tt0118715
903,tt0118566
904,tt0119590
905,tt0119223
906,tt0119843
907,tt0120881
908,tt0120693
909,tt0118892
910,tt0119792
911,tt0119594
912,tt0120873
913,tt0119574
914,tt0120890
915,tt0119942
916,tt0120738
917,tt0120749
918,tt0120632
919,tt0112682
920,tt0114753
921,tt0106332
922,tt0112817
923,tt0101640
924,tt0118158
925,tt0118040
926,tt0116130
927,tt0113083
928,tt0115963
929,tt0116493
930,tt0115857
931,tt0116654
932,tt0116311
933,tt0116378
934,tt0117372
935,tt0119859
936,tt0115744
937,tt0120323
938,tt0120151
939,tt0113870
940,tt0109068
941,tt0111732
942,tt0108551
943,tt6140916
944,tt0110971
945,tt0056923
946,tt0082406
947,tt0095250
948,tt0118750
949,tt0113347
950,tt0113158
951,tt0113419
952,tt0112541
953,tt0114798
954,tt0114805
955,tt0112471
956,tt0110684
957,tt0105652
959,tt0106677
960,tt0107653
961,tt0255451
962,tt0108000
963,tt0108181
964,tt0113849
965,tt0050419
966,tt0050105
967,tt0027893
968,tt0041509
969,tt0063819
970,tt0102014
971,tt0102426
972,tt0105107
973,tt0113212
974,tt0116260
975,tt0116287
976,tt0117688
977,tt0117774
978,tt0116508
979,tt6148556
980,tt0117093
981,tt0118927
982,tt0117011
983,tt0117473
984,tt0120107
985,tt6173172
986,tt0120390
987,tt0163964
988,tt0118691
989,tt0118829
990,tt0118623
991,tt0116762
992,tt0116502
993,tt0119282
994,tt0119502
995,tt0119465
996,tt0112499
997,tt0114571
998,tt0109361
999,tt0109443
1000,tt0110353
1001,tt0117768
1002,tt1655606
1003,tt0059793
1004,tt0107004
1005,tt0101765
1006,tt0101458
1007,tt0118111
1008,tt0116594
1009,tt0117737
1010,tt0115632
1011,tt0115438
1012,tt0119951
1013,tt0118615
1014,tt0120032
1015,tt6173324
1016,tt0118880
1017,tt0117958
1018,tt0101026
1019,tt0097202
1020,tt0036855
1021,tt1779227
1022,tt0119107
1023,tt0119109
1024,tt0119723
1025,tt0119123
1026,tt0123953
1027,tt0114432
1028,tt0113228
1029,tt0113500
1030,tt0055662
1031,tt0110305
1032,tt0110363
1033,tt0116552
1034,tt1655606
1035,tt0106611
1036,tt0101775
1037,tt0084021
1038,tt0119210
1039,tt0116477
1040,tt0118002
1041,tt0113097
1042,tt0113501
1043,tt0114268
1044,tt0110771
1045,tt0106881
1046,tt0107497
1047,tt0117108
1048,tt0117628
1049,tt0116571
1050,tt0039420
1051,tt0147760
1052,tt0112896
1053,tt0114011
1054,tt0117102
1055,tt0111194
1057,tt0117283
1058,tt2170668
1059,tt0116126
1060,tt0115472
1061,tt0116240
1062,tt0119815
1063,tt0113670
1064,tt0039286
1065,tt0085809
1066,tt0112453
1067,tt0115734
1069,tt0109093
1070,tt0113677
1071,tt0114095
1072,tt0114210
1073,tt0111149
1074,tt0110950
1075,tt0110455
1076,tt0110763
1077,tt0110395
1078,tt0095776
1079,tt0116707
1080,tt0109485
1081,tt0115994
1082,tt0116293
1083,tt0115495
1084,tt0112373
1085,tt0115837
1086,tt0603482
1087,tt0112536
1088,tt0119013
1089,tt0120179
1090,tt0108162
1091,tt0076538
1092,tt0116059
1093,tt0113674
1094,tt0117891
1095,tt0116531
1096,tt0115927
1097,tt0113247
1098,tt0116324
1099,tt0110769
1100,tt0111689
1101,tt0108149
1102,tt0118001
1103,tt0103130
1104,tt0103905
1105,tt0120670
1106,tt0120769
1107,tt0112495
1108,tt0113044
1109,tt0109579
1110,tt0114614
1111,tt0109655
1112,tt0109450
1113,tt0110588
1114,tt0116269
1115,tt0698921
1116,tt0032762
1117,tt0117791
1118,tt0078446
1119,tt0094006
1120,tt0116601
1121,tt0058450
1122,tt0032022
1123,tt0047162
1124,tt0022879
1125,tt0835044
1126,tt3469902
1127,tt0120382
1128,tt0113283
1129,tt0109424
1130,tt0110217
1131,tt0114323
1132,tt0116289
1133,tt0072951
1134,tt0116404
1135,tt0101761
1136,tt0116410
1137,tt0115640
1138,tt0118702
1139,tt0113243
1140,tt6144064
1141,tt0108515
1142,tt0118147
1143,tt0119256
1144,tt0117422
1145,tt0109305
1146,tt0106505
1147,tt0113896
1148,tt0111454
1149,tt0067959
1150,tt0116827
1151,tt0117260
1152,tt0116621
1154,tt0058898
1155,tt0114266
1156,tt0112767
1157,tt0120004
1158,tt0113057
1159,tt0079944
1160,tt0119578
1161,tt0117284
1162,tt0117332
1163,tt0117364
1164,tt0120550
1165,tt0115676
1166,tt0107447
1167,tt0111309
1168,tt0107426
1169,tt0109842
1170,tt0111252
1171,tt0111019
1172,tt3957702
1173,tt0118742
1174,tt0115847
1175,tt0119327
1176,tt0120490
1177,tt0116151
1179,tt0113755
1180,tt0110093
1181,tt0110399
1182,tt0109480
1183,tt0109493
1184,tt6140852
1185,tt0110123
1186,tt0110137
1187,tt0073778
1188,tt0100994
1189,tt0119937
1190,tt0120318
1191,tt0119521
1193,tt0110882
1194,tt0110729
1195,tt0106966
1196,tt0105032
1197,tt0116275
1198,tt0054189
1199,tt2332155
1200,tt0042644
1201,tt0116992
1202,tt0109255
1203,tt0027125
1204,tt0035446
1205,tt0865124
1206,tt0106266
1207,tt0113451
1208,tt0113552
1209,tt0110538
1210,tt0114857
1211,tt0109306
1212,tt0106926
1213,tt0107057
1214,tt0074102
1215,tt0115624
1216,tt0116783
1217,tt0112401
1218,tt0113118
1219,tt0113198
1220,tt0113305
1221,tt0111693
1222,tt0107286
1223,tt0107322
1224,tt0111094
1225,tt0112368
1226,tt0119783
1227,tt0112427
1228,tt0114781
1229,tt0114151
1230,tt0110907
1231,tt0100114
1232,tt0102370
1233,tt0117221
1234,tt0118836
1235,tt1546669
1236,tt0119845
1237,tt0117994
1238,tt0118230
1239,tt0112760
1240,tt0113568
1241,tt0116583
1242,tt0103207
1243,tt0119784
1244,tt0119664
1245,tt0119225
1246,tt0112602
1247,tt0109198
1248,tt6130672
1249,tt0106941
1250,tt0112483
1251,tt0117050
1252,tt0057345
1253,tt0114666
1254,tt0119214
1255,tt0115760
1256,tt0118964
1257,tt0118964
1258,tt0120373
1259,tt0674772
1260,tt0114702
1261,tt6148958
1262,tt0118113
1263,tt0116353
1264,tt0110693
1265,tt0120197
1267,tt0112688
1268,tt0104779
1269,tt0050658
1270,tt0107413
1271,tt0110687
1272,tt0111357
1273,tt0109456
1274,tt0107978
1275,tt0110259
1276,tt0117784
1277,tt0117603
1278,tt0120094
1279,tt0120512
1280,tt0118900
1281,tt0116985
1282,tt0113211
1283,tt0119848
1284,tt0115645
1285,tt0110892
1286,tt0358135
1287,tt0116165
1288,tt0112844
1289,tt0113448
1290,tt0109491
1291,tt0115851
1292,tt0120133
1293,tt0120478
1294,tt0118662
1295,tt0119457
1296,tt0107212
1297,tt0110391
1298,tt0045537
1299,tt0034012
1300,tt0118523
1301,tt0083131
1302,tt0116834
1303,tt0109890
1305,tt0113936
1306,tt0109593
1307,tt0109381
1308,tt0109191
1309,tt0072362
1310,tt0038235
1311,tt0114885
1312,tt6154608
1313,tt0120782
1314,tt0111323
1315,tt0119381
1316,tt0472232
1317,tt0113490
1318,tt0112646
1319,tt0113952
1320,tt0113319
1321,tt1432733
1322,tt0107642
1323,tt0111752
1324,tt0110374
1325,tt0115591
1326,tt0115742
1327,tt0109374
1328,tt0110712
1329,tt0125877
1330,tt0111546
1331,tt0113610
1332,tt0106810
1333,tt0111180
1334,tt0111237
1335,tt0115530
1336,tt0116756
1337,tt0116823
1338,tt0117999
1339,tt0108220
1340,tt0112746
1341,tt0104403
1342,tt0112716
1343,tt0113695
1346,tt0103428
1347,tt0051980
1348,tt6111598
1349,tt0107575
1350,tt0042054
1352,tt0075169
1353,tt0109001
1354,tt0105729
1355,tt0116635
1356,tt0116167
1357,tt0110665
1358,tt0645145
1360,tt0111622
1361,tt0117577
1362,tt0115531
1363,tt0116859
1365,tt4440776
1366,tt0110173
1367,tt0111959
1368,tt0110521
1370,tt0110171
1371,tt0109575
1372,tt0110809
1373,tt0067152
1374,tt0080714
1375,tt0106535
1376,tt0119644
1377,tt0116565
1378,tt0120014
1379,tt0116931
1380,tt0113314
1381,tt0116920
1382,tt0058985
1383,tt0120087
1384,tt0115680
1385,tt0120034
1386,tt0105569
1387,tt0119098
1388,tt0116384
1389,tt0118163
1391,tt0116334
1392,tt0119557
1393,tt0120192
1394,tt0120257
1395,tt0119338
1396,tt0114550
1397,tt0025586
1398,tt2661954
1399,tt0120222
1400,tt0114129
1401,tt0107468
1402,tt0107225
1404,tt0094336
1405,tt0118762
1406,tt0114916
1407,tt0111255
1408,tt0113199
1409,tt0149215
1410,tt0107079
1411,tt0062711
1412,tt0113596
1413,tt0111301
1414,tt0112702
1415,tt0110657
1416,tt0110678
1417,tt0105660
1418,tt1929928
1419,tt6855528
1421,tt0107566
1422,tt0108260
1423,tt7221066
1424,tt0110091
1425,tt0110097
1426,tt0116442
1427,tt0112907
1428,tt6173150
1429,tt0120148
1430,tt0119352
1431,tt0130073
1432,tt0120751
1433,tt0119655
1434,tt0120122
1435,tt0114536
1436,tt0107611
1437,tt0110064
1438,tt0114084
1439,tt0110186
1440,tt0109035
1441,tt0113851
1442,tt4368688
1443,tt0109021
1444,tt0059793
1445,tt0110296
1446,tt0112606
1447,tt0106537
1448,tt0107471
1449,tt0048473
1450,tt0039428
1451,tt0032484
1452,tt0036094
1453,tt0038300
1454,tt0039152
1455,tt0036241
1456,tt0046414
1457,tt0116928
1458,tt0028757
1459,tt0113731
1460,tt0114472
1461,tt0026465
1462,tt0115491
1463,tt0118804
1464,tt0114534
1465,tt0113612
1466,tt0113774
1467,tt0108026
1468,tt0112757
1469,tt0112302
1470,tt0113234
1471,tt0113303
1472,tt0108500
1473,tt3066194
1474,tt0110671
1475,tt0106408
1476,tt0040723
1477,tt0119791
1478,tt0112819
1479,tt0114241
1480,tt0071607
1481,tt0111048
1482,tt0113147
1483,tt0120744
1484,tt6145980
1485,tt0109454
1486,tt0113173
1487,tt0106834
1488,tt0107002
1489,tt0109403
1490,tt0106878
1491,tt0114706
1492,tt0110719
1493,tt0113839
1494,tt0110570
1495,tt0113080
1496,tt0115836
1497,tt2147657
1498,tt0113031
1499,tt2971774
1500,tt0117550
1502,tt0110623
1503,tt0113188
1504,tt0109255
1505,tt0113542
1506,tt0113947
1507,tt0117968
1508,tt7222308
1509,tt0109891
1510,tt0116953
1511,tt0115886
1512,tt0052572
1513,tt0120190
1514,tt0119019
1515,tt0114952
1517,tt0117427
1518,tt0113691
1519,tt0113967
1520,tt0113043
1521,tt0107613
1522,tt0111488
1523,tt0109920
1524,tt0110246
1525,tt0120772
1526,tt0090329
1527,tt0120820
1528,tt0119809
1529,tt0114787
1530,tt0113463
1531,tt0113028
1532,tt0109828
1533,tt0106678
1534,tt0120394
1537,tt0115951
1538,tt0118586
1539,tt2125042
1540,tt0112342
1541,tt0109226
1542,tt4368688
1543,tt0116714
1544,tt0113442
1545,tt0113107
1546,tt0095555
1547,tt0114436
1548,tt0112727
1549,tt0112899
1550,tt0112854
1551,tt0109906
1552,tt0113360
1553,tt4999878
1554,tt0111054
1555,tt0108069
1556,tt0112712
1558,tt0048956
1559,tt0110061
1560,tt0082206
1561,tt0111430
1564,tt0103095
1565,tt0104046
1566,tt0031612
1567,tt0103926
1568,tt0105737
1570,tt0105201
1571,tt0070820
1572,tt0084898
1573,tt0063715
1574,tt0114122
1575,tt0100990
1576,tt0093199
1577,tt0049521
1578,tt0061495
1579,tt0094822
1580,tt0024252
1581,tt0043140
1582,tt0039881
1583,tt0092281
1584,tt3697948
1585,tt0099028
1587,tt0052287
1588,tt0117544
1589,tt0117561
1590,tt1929993
1592,tt3624934
1593,tt0101692
1594,tt0120661
1595,tt0111173
1596,tt0113948
1597,tt0105275
1598,tt0118859
1599,tt0114494
1600,tt0109949
1601,tt0119819
1602,tt0120793
1603,tt0112364
1604,tt0040427
1605,tt0116930
1606,tt0119527
1607,tt0119338
1608,tt0118787
1609,tt0118663
1610,tt0120383
1611,tt0116643
1612,tt4505598
1613,tt0114690
1614,tt0052126
1615,tt0120479
1616,tt0112849
1617,tt0119327
1618,tt0099939
1619,tt0113720
1620,tt0120142
1621,tt0112604
1622,tt0107779
1623,tt0112769
1624,tt0118744
1625,tt0119791
1626,tt0110251
1627,tt0112126
1628,tt0110299
1629,tt0113973
1631,tt0107349
1632,tt0114671
1635,tt0092123
1636,tt0112586
1637,tt0116418
1638,tt0117202
1640,tt0064222
1641,tt0112777
1642,tt0117690
1643,tt0112362
1644,tt0117775
1645,tt6173702
1646,tt0119657
1647,tt0119250
1648,tt0119780
1649,tt0124295
1650,tt6173702
1651,tt0120176
1652,tt0116295
1653,tt0116212
1654,tt0118836
1655,tt4478446
1656,tt0536773
1657,tt0114618
1658,tt0117773
1659,tt0116405
1661,tt0110649
1662,tt0114303
1663,tt0114007
1664,tt0118541
1665,tt0118783
1666,tt0117482
1667,tt7282010
1668,tt0118127
1669,tt0116949
1670,tt0128690
1672,tt0107315
1673,tt0113827
1674,tt0056215
1675,tt0117781
1676,tt0118117
1677,tt0114592
1678,tt0119711
1679,tt0120594
1680,tt0120148
1681,tt0111804
1682,tt0102855
